文件名,时间戳,实体类型,实体类型Jaccard系数,关系类型,关系类型Jaccard系数
五色梅 Wusemei.txt,2025-05-16 19:30:44,中药名、功能、属、性味、文献、疾病、科、药用植物、药用部位,0.9,主治疾病、具有功能、属于属、属于科、性味、药用部位为、记载于文献,0.5833333333333334
亚麻 Yama.txt,2025-05-16 19:31:36,中药名、功能、属、性味、文献、疾病、科、药用部位,0.8,中药名、主治疾病、具有功能、属于属、属于科、性味、药用部位为、记载于文献,0.6666666666666666
人参 Renshen.txt,2025-05-16 19:33:08,中药名、功能、属、性味、用法、疾病、科、药用部位,0.8,不宜与、主治疾病、具有功能、属于属、属于科、性味、用法、药用部位为,0.5384615384615384
人心果 Renxinguo.txt,2025-05-16 19:33:48,中药名、功能、属、性味、用法、疾病、科、药用部位,0.8,主治疾病、具有功能、具有性味、属于属、属于科、用法、药用部位为,0.5384615384615384
人面子 Renmianzi.txt,2025-05-16 19:34:50,中药名、功能、属、性味、文献、疾病、科、药用部位,0.8,主治疾病、具有功能、具有性味、属于属、属于科、药用部位为、记载于文献,0.5384615384615384
仙人掌 Xianrenzhang.txt,2025-05-16 19:36:08,中药名、功能、属、性味、文献、用法、疾病、科、药用部位,0.9,主治疾病、具有功能、具有性味、属于属、属于科、用法、药用部位为、记载于文献,0.6153846153846154
仙茅 Xianmao.txt,2025-05-16 19:36:45,中药名、功能、属、性味、文献、用法、疾病、科、药用部位,0.9,不宜与、主治疾病、具有功能、具有性味、属于属、属于科、用法、药用部位为、记载于文献,0.6923076923076923
代代花 Daidaihua.txt,2025-05-16 19:37:08,中药名、功能、属、性味、文献、用法、疾病、科、药用部位,0.9,主治疾病、具有功能、具有性味、属于属、属于科、用法、药用部位为、记载于文献,0.6153846153846154
仪花 Yihua.txt,2025-05-16 19:38:00,中药名、功能、属、性味、文献、用法、疾病、科、药用植物、药用部位,1.0,主治疾病、具有功能、具有性味、属于属、属于科、用法、药用部位为、记载于文献,0.6153846153846154
伏生紫堇 Fushengzijin.txt,2025-05-16 19:38:32,中药名、功能、属、性味、文献、疾病、科、药用植物、药用部位,0.9,主治疾病、具有功能、具有性味、属于属、属于科、属于药用植物、药用部位为、记载于文献,0.6153846153846154
伏石蕨 Fushijue.txt,2025-05-16 19:39:28,不宜与、中药名、功能、属、性味、文献、用法、疾病、科、药用植物、药用部位,0.9090909090909091,不宜与、中药名、主治疾病、具有功能、具有性味、属于属、属于科、用法、药用部位为、记载于文献,0.7692307692307693
伞房花耳草 Sanfanghuaercao.txt,2025-05-16 19:40:35,中药名、功能、属、性味、性味归经、文献、用法、用法用量、疾病、科、药用部位、采收加工、采收时间,0.6,中药名、主治疾病、具有功能、属于属、属于科、性味、性味归经、用法、用法用量、药用部位为、记载于文献,0.6
何首乌 Heshouwu.txt,2025-05-16 19:41:44,中药名、功能、属、性味、疾病、科、药用部位,0.4666666666666667,主治疾病、具有功能、具有性味、属于属、属于科、药用部位为,0.4
余甘子 Yuganzi.txt,2025-05-16 19:42:34,不宜与、中药名、功能、属、性味、性味归经、文献、用法、疾病、科、药用部位,0.7333333333333333,不宜与、主治疾病、具有功能、属于属、属于科、性味、性味归经、用法、药用部位为、记载于文献,0.625
佛手 Foshou.txt,2025-05-16 19:43:44,中药名、功能、属、性味、文献、疾病、科、药用部位、采收时间,0.6,主治疾病、功能、属于属、属于科、性味、药用部位为、记载于文献、采收时间,0.5
佛手瓜 Foshugua.txt,2025-05-16 19:44:12,中药名、功能、属、性味、疾病、科、药用部位,0.4666666666666667,主治疾病、具有功能、属于属、属于科、性味、药用部位为,0.375
佛甲草 Fojiacao.txt,2025-05-16 19:45:24,中药名、功能、属、性味、疾病、科、药用部位,0.4666666666666667,主治疾病、具有功能、具有性味、属于属、属于科、药用部位为,0.375
佛肚树 Fodushu.txt,2025-05-16 19:46:03,中药名、功能、属、性味、文献、用法、疾病、科、药用部位,0.6,主治疾病、具有功能、具有性味、属于属、属于科、用法、药用部位为、记载于文献,0.5
佩兰 Peilian.txt,2025-05-16 19:47:20,不宜与、中药名、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位,0.8,不宜与、主治疾病、具有功能、具有性味、属于属、属于科、用法、用法用量、药用部位为、记载于文献,0.625
使君子 Shijuzi.txt,2025-05-16 19:48:05,中药名、功能、属、性味、用法、疾病、科、药用部位,0.5333333333333333,主治疾病、具有功能、具有性味、属于属、属于科、用法、药用部位为,0.4375
侧柏 Cebai.txt,2025-05-16 19:49:10,中药名、功能、属、性味、文献、用法、疾病、科、药用植物、药用部位、采收时间,0.7333333333333333,中药名、主治疾病、功能、属于属、属于科、性味、用法用量、药用部位为、记载于文献、采收时间,0.625
倒地铃 Daodiling.txt,2025-05-16 19:49:46,中药名、功能、属、性味、文献、用法、疾病、科、药用部位、采收时间,0.6666666666666666,主治疾病、具有功能、具有性味、属于属、属于科、用法、药用部位为、记载于文献、采收时间,0.5294117647058824
倒提壶 Daotihu.txt,2025-05-16 19:50:42,中药名、功能、属、性味、文献、用法用量、疾病、科、药用部位、采收时间,0.6666666666666666,中药名、主治疾病、功能、属于属、属于科、性味、用法用量、药用部位为、记载于文献,0.5294117647058824
假地豆 Jiadidou.txt,2025-05-16 19:51:23,中药名、功能、属、性味、性味归经、文献、用法、用法用量、疾病、科、药用部位,0.7333333333333333,主治疾病、具有功能、具有性味、具有性味归经、属于属、属于科、应用举例、用法、用法用量、药用部位为、记载于文献,0.5263157894736842
假苹婆 Jiapingpo.txt,2025-05-16 19:51:48,中药名、功能、属、性味、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.6875,中药名、主治疾病、具有功能、具有性味、属于属、属于科、用法、用法用量、药用部位为、采收时间,0.5263157894736842
假蒟 Jiaju.txt,2025-05-16 19:53:07,中药名、功能、属、应用举例、性味、文献、用法、疾病、科、药用部位,0.625,主治疾病、具有功能、具有性味、属于属、属于科、应用举例、用法、药用部位为、记载于文献,0.47368421052631576
假连翘 Jialianqiao.txt,2025-05-16 19:53:36,中药名、功能、属、性味、文献、疾病、科、药用部位、采收时间,0.5625,主治疾病、具有功能、具有性味、属于属、属于科、药用部位为、记载于文献,0.3684210526315789
元宝槭 Yuanbaoqi.txt,2025-05-16 19:53:55,中药名、功能、属、性味、用法、疾病、科、药用部位、采收时间,0.5625,主治疾病、具有功能、具有性味、属于属、属于科、用法、药用部位为,0.3684210526315789
光叶海桐 Guangyehaitong.txt,2025-05-16 19:55:17,中药名、功能、属、性味、文献、疾病、科、药用植物、药用部位,0.5625,中药名、主治疾病、具有功能、具有性味、属于属、属于科、应用举例、药用部位为、记载于文献,0.47368421052631576
光棍树 Guanggunshu.txt,2025-05-16 19:55:45,中药名、功能、属、性味、疾病、科、药用植物、药用部位,0.5,中药名、主治疾病、具有功能、具有性味、属于属、属于科、药用部位为,0.3684210526315789
兔儿伞 Tuersan.txt,2025-05-16 19:56:38,中药名、功能、属、性味、文献、用法、用法用量、疾病、科、药用部位,0.625,主治疾病、具有功能、具有性味、属于属、属于科、用法、用法用量、药用部位为、记载于文献,0.47368421052631576
党参 Dangshen.txt,2025-05-16 19:57:28,中药名、功能、属、应用举例、性味、文献、用法、用法用量、疾病、科、药用部位,0.6875,主治疾病、具有功能、具有性味、属于属、属于科、应用举例、用法、用法用量、药用部位为、记载于文献,0.5263157894736842
八角枫 Bajiaofeng.txt,2025-05-16 19:58:27,中药名、功能、属、性味、用法、疾病、科、药用部位、采收时间,0.5625,主治疾病、具有功能、具有性味、属于属、属于科、用法用量、药用部位为、采收加工,0.35
八角茴香 Bajiaohuixiang.txt,2025-05-16 19:59:30,中药名、功能、属、性味、文献、用法、用法用量、疾病、科、药用部位、采收加工、采收时间,0.75,主治疾病、具有功能、具有性味、属于属、属于科、应用举例、用法、用法用量、药用部位为、记载于文献、采收加工、采收时间,0.6
八角金盘 Bajiaojinpan.txt,2025-05-16 20:00:39,中药名、功能、属、应用举例、性味、文献、用法、疾病、科、药用部位,0.625,主治疾病、具有功能、具有性味、属于属、属于科、应用举例、用法、药用部位为,0.4
六棱菊 Liulengju.txt,2025-05-16 20:01:40,中药名、功能、属、性味、性味归经、文献、用法、疾病、科、药用植物、药用部位、采收加工、采收时间,0.8125,中药名、主治疾病、功能、属于属、属于科、应用举例、性味、性味归经、用法、用法用量、药用部位为、记载于文献、采收加工、采收时间,0.7
六道木 Liudaomu.txt,2025-05-16 20:02:04,中药名、功能、属、性味、性味归经、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.75,中药名、主治疾病、具有功能、具有性味、具有性味归经、属于属、属于科、用法、用法用量、药用部位为、采收时间,0.55
兰香草 Lanxiangcao.txt,2025-05-16 20:02:51,中药名、功能、属、应用举例、性味、文献、用法用量、疾病、科、药用部位、采收加工、采收时间,0.75,主治疾病、具有功能、具有性味、属于属、属于科、应用举例、用法用量、药用部位为、采收加工,0.45
兴安升麻 Xinganshengma.txt,2025-05-16 20:03:40,不宜与、中药名、功能、属、应用举例、性味、用法、用法用量、疾病、科、药用部位、采收时间,0.75,不宜与、主治疾病、具有功能、具有性味、属于属、属于科、应用举例、用法、用法用量、药用部位为、采收加工,0.55
冬瓜 Donggua.txt,2025-05-16 20:04:13,中药名、功能、属、性味、文献、用法、用法用量、疾病、科、药用部位,0.625,主治疾病、具有功能、具有性味、包含中药、属于属、属于科、用法、用法用量、药用部位为、记载于文献,0.5
冬葵 Dongkui.txt,2025-05-16 20:05:39,中药名、功能、属、应用举例、性味、用法、用法用量、疾病、科、药用植物、药用部位,0.6875,中药名、主治疾病、具有功能、具有性味、属于属、属于科、应用举例、用法、用法用量、药用部位为,0.5
冬虫夏草菌 Dongchongxiacaojun.txt,2025-05-16 20:06:13,不宜与、中药名、功能、属、应用举例、性味、文献、用法、疾病、科、药用部位,0.6875,不宜与、主治疾病、具有功能、具有性味、属于属、属于科、应用举例、用法、药用部位为、记载于文献,0.5
冬青卫矛 Dongqingweimao.txt,2025-05-16 20:07:04,中药名、功能、属、性味、疾病、科、药用部位、采收时间,0.5,不宜与、主治疾病、具有功能、具有性味、属于属、属于科、用法用量、药用部位为、采收时间,0.45
决明 Jueming.txt,2025-05-16 20:07:40,中药名、功能、属、性味、文献、用法用量、疾病、科、药用部位、采收加工、采收时间,0.6875,主治疾病、具有功能、属于属、属于科、应用举例、性味归经、药用部位为、记载于文献,0.4
凉粉草 Liangfencao.txt,2025-05-16 20:09:31,中药名、功能、属、性味、文献、用法、用法用量、疾病、科、药用部位、采收加工、采收时间,0.75,主治疾病、具有功能、具有性味、属于属、属于科、用法、用法用量、药用部位为、记载于文献、采收加工、采收时间,0.55
凤仙花 Fengxianhua.txt,2025-05-16 20:11:54,中药名、功能、属、性味、疾病、科、药用植物、药用部位、采收时间,0.5625,中药名、主治疾病、具有功能、具有性味、属于属、属于科、药用部位为,0.30434782608695654
凤凰木 Fenghuangmu.txt,2025-05-16 20:12:18,中药名、功能、属、性味、用法、用法用量、疾病、科、药用部位、采收时间,0.5882352941176471,主治疾病、具有功能、具有性味、内服、属于属、属于科、药用部位为、采收加工,0.34782608695652173
凤尾草 Fengweicao.txt,2025-05-16 20:13:08,不宜与、中药名、功能、外用、属、性味、文献、用法、疾病、科、药用部位,0.6470588235294118,不宜与、主治疾病、具有功能、具有性味、内服、外用、属于属、属于科、药用部位为、记载于文献,0.43478260869565216
凤梨 Fengli.txt,2025-05-16 20:13:46,中药名、功能、属、性味、疾病、科、药用植物、药用部位,0.47058823529411764,中药名、主治疾病、具有功能、具有性味、属于属、属于科、药用部位为,0.30434782608695654
凤眼莲 Fengyanlian.txt,2025-05-16 20:14:31,中药名、功能、外用、属、应用举例、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7368421052631579,中药名、主治疾病、具有功能、具有性味、外用、属于属、属于科、用法、用法用量、药用部位为、记载于文献,0.4782608695652174
凹叶厚朴 AoyeHoupo.txt,2025-05-16 20:16:25,中药名、主治用法、功能、属、性味、性味功能、文献、用法用量、疾病、科、药用部位、采收加工、采收时间,0.6842105263157895,主治疾病、具有功能、具有性味、具有性味功能、内服、属于属、属于科、药用部位为、记载于文献、采收加工、采收时间,0.44
刀豆 Daodou.txt,2025-05-16 20:17:31,中药名、主治用法、功能、属、应用举例、性味、文献、用法、用法用量、疾病、科、药用部位,0.631578947368421,主治用法、主治疾病、具有功能、具有性味、内服、属于属、属于科、应用举例、药用部位为、记载于文献,0.4
列当 Liedang.txt,2025-05-16 20:18:26,中药名、功能、外用、属、应用举例、性味、文献、用法、用法用量、疾病、科、药用部位、采收时间,0.6842105263157895,主治疾病、具有功能、具有性味、外用、属于属、属于科、用法、用法用量、药用部位为、记载于文献,0.4
刺五加 Ciwujia.txt,2025-05-16 20:20:01,中药名、功能、属、性味、性味功能、文献、用法、用法用量、疾病、科、药用部位、采收时间,0.631578947368421,主治疾病、具有功能、具有性味、具有性味功能、内服、属于属、属于科、应用举例、药用部位为、采收时间,0.4
刺儿菜 Chiercai.txt,2025-05-16 20:21:01,中药名、主治用法、功能、外用、属、应用举例、性味、文献、用法、用法用量、科、药用部位、采收加工、采收时间,0.7368421052631579,中药名、主治用法、具有功能、具有性味、包含中药、外用、属于属、属于科、用法、用法用量、药用部位为、记载于文献、采收加工、采收时间,0.56
刺果甘草 Ciguogancao.txt,2025-05-16 20:21:56,中药名、功能、外用、属、应用举例、性味、性味功能、文献、用法、用法用量、疾病、科、药用部位、采收加工、采收时间,0.7894736842105263,中药名、主治用法、功能、外用、属于属、属于科、应用举例、性味、性味功能、用法、用法用量、药用部位为、记载于文献,0.46153846153846156
刺果苏木 Ciguosumu.txt,2025-05-16 20:22:52,中药名、功能、属、性味、疾病、科、药用部位,0.3684210526315789,主治疾病、具有功能、具有性味、内服、外用、属于属、属于科、用法、药用部位为、采收时间,0.38461538461538464
刺桐 Citong.txt,2025-05-16 20:24:15,中药名、功能、属、性味、疾病、科、药用植物、药用部位、采收时间,0.47368421052631576,中药名、主治疾病、具有功能、具有性味、属于属、属于科、应用举例、药用部位为,0.3076923076923077
刺梨 Cili.txt,2025-05-16 20:25:10,中药名、主治用法、功能、属、应用举例、性味、性味归经、文献、疾病、科、药用部位、采收时间,0.631578947368421,主治用法、主治疾病、具有功能、具有性味、具有性味归经、包含中药、属于属、属于科、应用举例、药用部位为、记载于文献,0.4230769230769231
刺楸 Ciqiu.txt,2025-05-16 20:26:18,不宜与、主治用法、功能、属、应用举例、性味、文献、疾病、科、药用植物、药用部位,0.5789473684210527,不宜与、主治用法、主治疾病、具有功能、具有性味、属于属、属于科、应用举例、药用部位为、记载于文献,0.38461538461538464
刺槐 Cihuai.txt,2025-05-16 20:26:39,中药名、功能、属、性味、用法、疾病、科、药用部位、采收加工、采收时间,0.5263157894736842,主治疾病、具有功能、具有性味、属于属、属于科、用法、药用部位为、采收加工、采收时间,0.34615384615384615
刺芋 Ciyu.txt,2025-05-16 20:27:22,中药名、功能、外用、属、性味、文献、用法、用法用量、疾病、科、药用部位,0.5789473684210527,主治疾病、具有功能、具有性味、内服、外用、属于属、属于科、药用部位为、记载于文献,0.34615384615384615
刺芫荽 Ciyuansui.txt,2025-05-16 20:28:49,中药名、功能、外用、属、应用举例、性味、文献、用法、用法用量、疾病、科、药用部位、采收加工、采收时间,0.7368421052631579,中药名、主治疾病、具有功能、具有性味、外用、属于属、属于科、应用举例、用法、用法用量、药用部位为、记载于文献、采收加工、采收时间,0.5384615384615384
刺茄 Ciqie.txt,2025-05-16 20:29:12,中药名、功能、外用、属、性味、性味功能、用法、用法用量、疾病、科、药用部位、采收时间,0.631578947368421,主治疾病、具有功能、具有性味、具有性味功能、外用、属于属、属于科、用法、用法用量、药用部位为、采收时间,0.4230769230769231
刺蒴麻 Cishuoma.txt,2025-05-16 20:30:37,中药名、功能、外用、属、应用举例、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7368421052631579,中药名、主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、药用部位为、记载于文献,0.4230769230769231
剑叶龙血树 Jianyelongxieshu.txt,2025-05-16 20:31:39,中药名、主治用法、功能、属、应用举例、性味、性味功能、文献、疾病、科、药用植物、药用部位、采收加工,0.6842105263157895,中药名、主治用法、主治疾病、具有功能、具有性味、具有性味功能、属于属、属于科、应用举例、药用部位为、记载于文献、采收加工,0.46153846153846156
剑麻 Jianma.txt,2025-05-16 20:32:04,中药名、主治用法、功能、属、性味、疾病、科、药用部位、采收时间,0.47368421052631576,主治用法、主治疾病、具有功能、具有性味、属于属、属于科、药用部位为、采收时间,0.3076923076923077
化州柚 Huazhouyou.txt,2025-05-16 20:32:45,不宜与、中药名、功能、属、性味、文献、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.6842105263157895,不宜与、主治疾病、具有功能、具有性味、属于属、属于科、应用举例、用法用量、药用部位为、记载于文献,0.38461538461538464
北乌头 Beiwutou.txt,2025-05-16 20:33:29,不宜与、中药名、功能、属、疾病、科、药用部位,0.3684210526315789,不宜与、中药名、主治疾病、具有功能、具有性味、属于属、属于科、用法、药用部位为,0.34615384615384615
北沙参 Beishasheng.txt,2025-05-16 20:34:28,不宜与、中药名、主治用法、功能、属、应用举例、性味、文献、用法用量、疾病、科、药用部位,0.631578947368421,不宜与、主治用法、主治疾病、具有功能、具有性味、属于属、属于科、应用举例、药用部位为、记载于文献,0.38461538461538464
