文件名,时间戳,实体类型,实体类型Jaccard系数,关系类型,关系类型Jaccard系数
兴安升麻 Xinganshengma.txt,2025-05-16 19:29:24,中药名、主治用法、属、应用举例、性味功能、科、药用部位,0.375,主治疾病、具有功能、具有性味、具有毒性、属于中药名、属于属、属于科、药用部位为、记载于文献,0.47368421052631576
冬瓜 Donggua.txt,2025-05-16 19:29:38,属、科、药用植物,0.1875,属于属、属于科,0.10526315789473684
冬虫夏草菌 Dongchongxiacaojun.txt,2025-05-16 19:30:09,中药名、药用部位,0.125,主治疾病、具有性味功能、属于中药名,0.15789473684210525
冬青卫矛 Dongqingweimao.txt,2025-05-16 19:30:31,中药名、名称、属、性味功能、科、药用植物、药用部位,0.4375,具有功能、具有性味、具有毒性、属于属、属于科、药用部位为,0.3157894736842105
决明 Jueming.txt,2025-05-16 19:30:52,中药名、属、性味、性味功能、科、药用部位,0.375,主治疾病、具有功能、具有性味、具有毒性、外治部位、属于中药名、属于属、应用举例、药用部位为,0.3333333333333333
凉粉草 Liangfencao.txt,2025-05-16 19:31:05,属、科、药用植物、药用部位,0.25,属于中药名、属于属,0.09523809523809523
凤仙花 Fengxianhua.txt,2025-05-16 19:31:24,功能、属、应用举例、性味、性味功能、文献、科、药用植物、药用部位,0.5625,主治疾病、具有性味功能、属于中药名、属于属,0.19047619047619047
凤凰木 Fenghuangmu.txt,2025-05-16 19:31:38,中药名、属、科,0.1875,属于属、属于科,0.09523809523809523
凤尾草 Fengweicao.txt,2025-05-16 19:31:59,属于中药名、药用植物,0.125,具有主治用法、具有性味、性味功能、属于科,0.09090909090909091
凤梨 Fengli.txt,2025-05-16 19:32:23,中药名、属、性味功能、科、药用部位,0.3125,属于中药名,0.045454545454545456
凤眼莲 Fengyanlian.txt,2025-05-16 19:32:39,属、科、药用植物,0.1875,属于属、属于科,0.09090909090909091
凹叶厚朴 AoyeHoupo.txt,2025-05-16 19:33:04,中药名、属、科、药用部位,0.25,主治用法、具有功能、具有性味、属于属、属于科、药用部位为、采收加工,0.20833333333333334
刀豆 Daodou.txt,2025-05-16 19:33:18,中药名、属,0.125,属于科、药用部位为,0.08333333333333333
列当 Liedang.txt,2025-05-16 19:33:31,中药名、科,0.125,属于科、药用部位为,0.08333333333333333
刺五加 Ciwujia.txt,2025-05-16 19:33:47,中药名、属、性味功能、科、药用部位,0.3125,属于中药名、属于属、药用部位为,0.125
刺儿菜 Chiercai.txt,2025-05-16 19:34:00,中药名、科,0.125,属于科、药用部位为,0.08333333333333333
刺果甘草 Ciguogancao.txt,2025-05-16 19:34:19,属、性味、科、药用植物、药用部位,0.3125,主治疾病、具有功能、具有性味、具有毒性、属于属、属于科、药用部位为,0.2916666666666667
刺果苏木 Ciguosumu.txt,2025-05-16 19:34:37,属、科、药用植物、药用部位,0.25,主治疾病、具有功能、具有性味、具有毒性、属于属、属于科、药用部位为、记载于文献,0.3333333333333333
刺桐 Citong.txt,2025-05-16 19:34:51,科、药用植物,0.125,属于科、药用部位为,0.08333333333333333
刺楸 Ciqiu.txt,2025-05-16 19:35:18,属、科、药用植物、药用部位,0.25,主治疾病、具有功能、具有性味、具有毒性、属于属、属于科、药用部位为,0.2916666666666667
刺槐 Cihuai.txt,2025-05-16 19:35:35,属、科、药用植物,0.1875,属于中药名、属于属,0.08333333333333333
刺芫荽 Ciyuansui.txt,2025-05-16 19:36:17,属、科、药用植物、药用部位,0.25,具有功能、具有性味、具有毒性、属于属、属于科、药用部位为,0.25
刺茄 Ciqie.txt,2025-05-16 19:36:33,属、性味、科、药用植物、药用部位,0.3125,具有性味、属于属、属于科、药用部位为,0.16666666666666666
刺蒴麻 Cishuoma.txt,2025-05-16 19:36:48,属、科、药用植物、药用部位,0.25,属于属、属于科、药用部位为,0.125
剑叶龙血树 Jianyelongxieshu.txt,2025-05-16 19:37:06,属、科、药用植物、药用部位,0.25,主治用法、属于属、属于科、性味功能、药用部位为,0.20833333333333334
剑麻 Jianma.txt,2025-05-16 19:37:27,中药名、属、科、药用部位,0.25,主治疾病、具有功能、具有性味、属于中药名、属于属、药用部位为,0.25
化州柚 Huazhouyou.txt,2025-05-16 19:37:44,中药名、属、药用部位,0.1875,属于中药名、属于属,0.08333333333333333
北乌头 Beiwutou.txt,2025-05-16 19:38:00,中药名、属、科、药用部位,0.25,主治疾病、具有性味功能、具有毒性、属于中药名,0.16666666666666666
北沙参 Beishasheng.txt,2025-05-16 19:38:15,中药名、属,0.125,属于中药名、属于属,0.08333333333333333
北玄参 Beixuanshen.txt,2025-05-16 19:38:35,中药名、属、科,0.1875,具有功能、具有性味、属于中药名、属于属、药用部位为,0.20833333333333334
北细辛 Beixixin.txt,2025-05-16 19:38:53,中药名、属、科、药用部位,0.25,主治用法、具有性味功能、属于中药名、属于属、药用部位为,0.20833333333333334
匙叶鼠曲草 Shiyeshuqucao.txt,2025-05-16 19:40:05,科、药用植物,0.125,属于中药名、应用举例,0.08333333333333333
匙羹藤 Chigengteng.txt,2025-05-16 19:40:25,中药名、主治用法、应用举例、性味功能、药用植物、药用部位,0.375,主治疾病、具有性味功能、具有毒性、属于属、属于科、药用部位为,0.25
千叶蓍 Qianyeshi.txt,2025-05-16 19:40:43,属、科、药用植物、药用部位,0.25,主治用法、主治疾病、具有功能、具有毒性、性味苦、微甘，寒，有小毒,0.20833333333333334
千屈菜 Qianqucai.txt,2025-05-16 19:40:57,文献、药用植物,0.125,属于属、属于科,0.08333333333333333
千日红 Qianrihong.txt,2025-05-16 19:41:24,属、科、药用植物,0.1875,主治用法、属于中药名、属于属、性味功能、药用部位为,0.20833333333333334
千里光 Qianliguang.txt,2025-05-16 19:41:53,属、科、药用植物,0.1875,具有功能、具有性味、属于中药名、属于属、药用部位为,0.20833333333333334
千里香 Qianlixiang.txt,2025-05-16 19:42:11,中药名、属、科,0.1875,属于中药名、属于属,0.08333333333333333
升麻 Shengma.txt,2025-05-16 19:42:30,中药名、主治用法、属、性味、科、药用部位,0.375,具有主治用法、属于中药名、性味功能、采收加工,0.16666666666666666
半夏 Banxia.txt,2025-05-16 19:42:46,中药名、属、科、药用部位,0.25,属于中药名、属于属、属于科、药用部位为,0.16666666666666666
半枝莲 Banzhilian.txt,2025-05-16 19:43:01,科、药用植物,0.125,属于中药名、属于属,0.08333333333333333
半边旗 Banbianqi.txt,2025-05-16 19:43:19,属、科、药用植物,0.1875,属于中药名、属于属、属于科、药用部位为、记载于文献,0.20833333333333334
半边莲 Banbianlian.txt,2025-05-16 19:43:35,中药名、属、科、药用部位,0.25,属于属、属于科、药用部位为根及根茎,0.125
华中五味子 Huazhongwuweizi.txt,2025-05-16 19:43:54,属、科、药用植物、药用部位,0.25,主治疾病、具有功能、具有性味、具有毒性、属于属、属于科、药用部位为、记载于文献,0.3333333333333333
华南忍冬 Huananrendong.txt,2025-05-16 19:44:24,中药名、属、科、药用部位,0.25,属于中药名、属于属、属于科、属于药用部位、药用部位为,0.16
华南毛蕨 Huananmaojue.txt,2025-05-16 19:44:35,属、科、药用植物、药用部位,0.25,属于中药名、属于属,0.08
华南紫萁 Huananziqi.txt,2025-05-16 19:44:54,中药名、药用植物,0.125,主治疾病、具有功能、具有性味、属于中药名、属于属、药用部位为,0.24
华南远志 Huananyuanzhi.txt,2025-05-16 19:45:10,属、科、药用植物、药用部位,0.25,具有性味、属于属、属于科、药用部位为,0.16
华山姜 Huashanjiang.txt,2025-05-16 19:45:32,科、药用植物、药用部位,0.1875,主治疾病、具有功能、具有性味、属于科、药用部位为,0.2
华山松 Huashansong.txt,2025-05-16 19:45:46,科、药用植物,0.125,属于科、药用部位为,0.08
华紫珠 Huazizhu.txt,2025-05-16 19:46:00,中药名、属、科,0.1875,属于中药名、属于属,0.08
华细辛 Huaxixin.txt,2025-05-16 19:46:17,中药名、属、科,0.1875,属于中药名、属于属,0.08
华重楼 Huachonglou.txt,2025-05-16 19:46:37,中药名、属、科、药用部位,0.25,主治疾病、具有功能、具有性味、具有毒性、属于中药名、属于属、药用部位为,0.28
单叶新月蕨 Danyexinyuejue.txt,2025-05-16 19:46:53,属、科、药用植物,0.1875,主治疾病四肢麻木、具有性味苦、微甘，寒，有小毒、属于属、属于科、药用部位为根及根茎,0.15384615384615385
单叶蔓荆 Danyemanjing.txt,2025-05-16 19:47:08,中药名、属、科、药用部位,0.25,属于属、属于科、药用部位为根及根茎,0.11538461538461539
单色蝴蝶草 Dansehudiecao.txt,2025-05-16 19:47:29,主治用法、属、性味功能、疾病、科、药用植物、药用部位,0.4375,主治疾病、具有功能、具有性味、具有毒性、属于属、属于科、药用部位为,0.2692307692307692
南丹参 Nandanshen.txt,2025-05-16 19:47:45,中药名、科,0.125,属于中药名、属于属,0.07692307692307693
南天竹 Nantianzhu.txt,2025-05-16 19:48:04,属、科、药用植物,0.1875,属于中药名、属于属、属于科,0.11538461538461539
南方红豆杉 Nanfanghongdoushan.txt,2025-05-16 19:48:19,中药名、属、科、药用部位,0.25,属于中药名、属于属,0.07692307692307693
南瓜 Nangua.txt,2025-05-16 19:48:39,中药名、属、科、药用部位,0.25,属于中药名、属于属、药用部位为,0.11538461538461539
南蛇藤 Nansheteng.txt,2025-05-16 19:49:00,属、科、药用植物、药用部位,0.25,主治疾病、具有功能、具有性味、具有毒性、属于属、属于科、药用部位为、记载于文献,0.3076923076923077
南酸枣 Nansuanzao.txt,2025-05-16 19:49:22,名称、属、科、药用植物、药用部位,0.3125,属于属、属于科,0.07692307692307693
博落回 Boluohui.txt,2025-05-16 19:49:42,属、科、药用植物、药用部位,0.25,属于属、属于科,0.07692307692307693
卫矛 Weimao.txt,2025-05-16 19:50:07,中药名、主治用法、名称、属、属于中药名、属于属、属于科、属于药用部位、性味功能、科、药用部位,0.47058823529411764,中药名、具有主治用法、属于属、属于科、属于药用部位、记载于文献,0.07142857142857142
卷丹 JuanDan.txt,2025-05-16 19:50:31,中药名、主治用法、名称、属、性味、性味功能、疾病、药用部位,0.47058823529411764,主治用法、属于中药名、属于属、性味功能、药用部位为,0.17857142857142858
卷柏 Juanbai.txt,2025-05-16 19:50:51,功能、属、性味、文献、疾病、科、药用植物、药用部位,0.47058823529411764,主治疾病、具有功能、具有性味、具有毒性、属于属、属于科、药用部位为、记载于文献,0.2857142857142857
厚朴 Houpo.txt,2025-05-16 19:51:10,中药名、属、科、药用部位,0.23529411764705882,主治用法、主治疾病、属于属、属于科、性味、药用部位为,0.21428571428571427
参薯 Shenshu.txt,2025-05-16 19:51:23,中药名、属、科、药用部位,0.23529411764705882,属于中药名、属于属、属于科,0.10714285714285714
及已 Jiji.txt,2025-05-16 19:52:01,中药名,0.058823529411764705,主治疾病、具有性味、属于属、属于科、药用部位为、记载于文献,0.21428571428571427
反枝苋 Fanzhixian.txt,2025-05-16 19:52:15,药用植物,0.058823529411764705,属于属、属于科,0.07142857142857142
变叶木 Bianyemu.txt,2025-05-16 19:52:29,科、药用植物,0.11764705882352941,属于属、属于科,0.07142857142857142
变叶树参 Bianyeshucan.txt,2025-05-16 19:52:51,中药名、属、科、药用部位,0.23529411764705882,主治疾病、具有功能、具有性味、属于中药名、属于属、药用部位为,0.21428571428571427
变叶榕 Bianyerong.txt,2025-05-16 19:53:10,中药名、属、科,0.17647058823529413,具有性味、具有毒性、属于中药名、属于属、药用部位为,0.17857142857142858
可可 Keke.txt,2025-05-16 19:53:26,属、性味、科、药用植物、药用部位,0.29411764705882354,属于属、属于科、药用部位为,0.10714285714285714
台湾相思 Taiwanxiangsi.txt,2025-05-16 19:53:43,中药名、属、科,0.17647058823529413,属于中药名、属于属,0.07142857142857142
叶象花 Yexianghua.txt,2025-05-16 19:54:22,科、药用植物,0.11764705882352941,属于属、属于科,0.07142857142857142
合欢 Hehuan.txt,2025-05-16 19:54:37,中药名、属、科、药用部位,0.23529411764705882,属于属、药用部位为,0.07142857142857142
吉祥草 Jixiangcao.txt,2025-05-16 19:55:04,中药名、主治用法、主治疾病、功能、属、性味、毒性、科、药用部位,0.3684210526315789,主治疾病、具有功能、具有性味、具有毒性、属于中药名、属于属、药用部位为、记载于文献,0.2857142857142857
吊兰 Diaolan.txt,2025-05-16 19:55:24,功能、属、性味、文献、疾病、科、药用植物、药用部位,0.42105263157894735,主治疾病、具有功能、具有性味、具有毒性、属于属、属于科、药用部位为、记载于文献,0.2857142857142857
吊灯花 Diaodenghua.txt,2025-05-16 19:55:40,属、科、药用植物、药用部位,0.21052631578947367,具有性味、属于属、属于科、药用部位为,0.14285714285714285
向日葵 Xiangrikui.txt,2025-05-16 19:56:21,属、科、药用植物,0.15789473684210525,属于属、属于科,0.07142857142857142
君迁子 Junqianzi.txt,2025-05-16 19:56:34,中药名、属、科,0.15789473684210525,具有性味、属于中药名、采收加工于,0.06896551724137931
含笑 Hanxiao.txt,2025-05-16 19:56:42,中药名、属,0.10526315789473684,属于属,0.034482758620689655
吴茱萸 Wuzhuyu.txt,2025-05-16 19:57:25,中药名、属、科、药用部位,0.21052631578947367,主治疾病、具有功能、具有性味、具有毒性、属于中药名、属于属、药用部位为、记载于文献,0.27586206896551724
咖啡黄葵 Kafeihuangkui.txt,2025-05-16 19:57:41,中药名、属,0.10526315789473684,属于属、属于科、药用部位为根及根茎,0.10344827586206896
唐古特大黄 Tanggutedahuang.txt,2025-05-16 19:58:10,中药名、主治用法、应用举例、性味、性味功能、科、药用部位,0.3684210526315789,具有主治用法、属于中药名、属于属、属于科,0.13793103448275862
商陆 Shanglu.txt,2025-05-16 19:58:34,、中药名、主治用法、功能、属、属于属、性味、性味功能、毒性、科、药用部位,0.5,具有主治用法、具有功能、药用部位为,0.10344827586206896
啤酒花 Pijiuhua.txt,2025-05-16 19:58:48,科、药用植物,0.10526315789473684,属于属、属于科,0.06896551724137931
喜树 Xishu.txt,2025-05-16 19:59:17,中药名、主治用法、主治疾病、功能、名称、属、属于中药名、属于属、属于科、属于药用部位、应用举例,0.42857142857142855,属于属、属于科、药用部位为,0.10344827586206896
喷瓜 Pengua.txt,2025-05-16 19:59:31,科、药用植物,0.09523809523809523,属于属、属于科,0.06896551724137931
四叶参 Siyeshen.txt,2025-05-16 19:59:51,中药名、名称、属、科、药用部位,0.23809523809523808,具有功能、具有性味、属于中药名、属于属、药用部位为,0.1724137931034483
四季秋海棠 Sijiqiuhaitang.txt,2025-05-16 20:00:03,中药名、属、科,0.14285714285714285,属于属、属于科,0.06896551724137931
圆叶牵牛 Yuanyeqianniu.txt,2025-05-16 20:00:21,属、科、药用植物、药用部位,0.19047619047619047,属于属、属于科,0.06896551724137931
圆柏 Yuanbai.txt,2025-05-16 20:00:35,科、药用植物,0.09523809523809523,属于属、属于科,0.06896551724137931
土人参 Turenshen.txt,2025-05-16 20:00:52,中药名、属、科、药用部位,0.19047619047619047,属于中药名、属于属、属于科,0.10344827586206896
土党参 Tudangshen.txt,2025-05-16 20:01:14,中药名、主治用法、主治疾病、属、性味功能、科、药用部位,0.3333333333333333,属于属、属于科,0.06896551724137931
土木香 Tumuxiang.txt,2025-05-16 20:01:22,中药名、药用部位,0.09523809523809523,属于药用部位,0.034482758620689655
