文件名,时间戳,实体类型,实体类型Jaccard系数,关系类型,关系类型Jaccard系数
丝瓜 Sigua.txt,2025-05-23 21:37:57,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
两面针 Liangmainzhen.txt,2025-05-23 21:38:01,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
中华猕猴桃 Zhonghuamihoutao.txt,2025-05-23 21:38:05,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
中国无忧花 Zhongguowuyouhua.txt,2025-05-23 21:38:17,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
中国沙棘 Zhongguoshaji.txt,2025-05-23 21:38:20,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
中麻黄 Zhongmahuang.txt,2025-05-23 21:38:36,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
丹参 Danshen.txt,2025-05-23 21:38:40,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
乌头 Chuanwutou.txt,2025-05-23 21:38:50,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
乌头叶蛇葡萄 Wutouyesheputao.txt,2025-05-23 21:38:52,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗,0.75
乌桕 Wujiu.txt,2025-05-23 21:38:56,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
乌药 Wuyao.txt,2025-05-23 21:39:05,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
乌蔹莓 Wulianmei.txt,2025-05-23 21:39:09,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
乌蕨 Wujue.txt,2025-05-23 21:39:13,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
九头狮子草 Jiutoushizhicao.txt,2025-05-23 21:39:16,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
九里香 Jiulixiang.txt,2025-05-23 21:39:25,属、疾病、科、药用植物、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
买麻藤 Maimateng.txt,2025-05-23 21:39:28,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
了哥王 Liaogewang.txt,2025-05-23 21:39:32,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
二色补血草 Ersebuxuecao.txt,2025-05-23 21:39:35,属、疾病、科、药用植物、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
云南重楼 Chonglong.txt,2025-05-23 21:39:38,属、疾病、科、药用植物、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
云木香 Yunmuxiang.txt,2025-05-23 21:39:42,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
五味子 Wuweizi.txt,2025-05-23 21:39:45,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
五爪金龙 Wuzhaojinlong.txt,2025-05-23 21:39:49,属、疾病、科、药用植物、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
五色梅 Wusemei.txt,2025-05-23 21:39:54,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
亚麻 Yama.txt,2025-05-23 21:39:59,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
人参 Renshen.txt,2025-05-23 21:40:03,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
人面子 Renmianzi.txt,2025-05-23 21:40:19,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
仙人掌 Xianrenzhang.txt,2025-05-23 21:40:23,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
仙茅 Xianmao.txt,2025-05-23 21:40:29,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
代代花 Daidaihua.txt,2025-05-23 21:40:33,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
仪花 Yihua.txt,2025-05-23 21:40:36,疾病、科、药材、药用植物、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
伏生紫堇 Fushengzijin.txt,2025-05-23 21:40:40,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
伏石蕨 Fushijue.txt,2025-05-23 21:40:43,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
伞房花耳草 Sanfanghuaercao.txt,2025-05-23 21:40:47,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
何首乌 Heshouwu.txt,2025-05-23 21:40:51,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
余甘子 Yuganzi.txt,2025-05-23 21:40:55,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
佛手 Foshou.txt,2025-05-23 21:40:59,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
佛甲草 Fojiacao.txt,2025-05-23 21:41:02,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
佛肚树 Fodushu.txt,2025-05-23 21:41:06,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
佩兰 Peilian.txt,2025-05-23 21:41:10,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
使君子 Shijuzi.txt,2025-05-23 21:41:15,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
侧柏 Cebai.txt,2025-05-23 21:41:19,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
倒地铃 Daodiling.txt,2025-05-23 21:41:25,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
倒提壶 Daotihu.txt,2025-05-23 21:41:29,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
假地豆 Jiadidou.txt,2025-05-23 21:41:33,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
假蒟 Jiaju.txt,2025-05-23 21:41:37,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,1.0
假连翘 Jialianqiao.txt,2025-05-23 21:41:41,属、疾病、科、药用植物、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,1.0
光叶海桐 Guangyehaitong.txt,2025-05-23 21:41:47,属、疾病、科、药材、药用部位,0.8333333333333334,包含、治疗、药用部位,0.4
兔儿伞 Tuersan.txt,2025-05-23 21:41:51,属、疾病、科、药用植物、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,0.8
党参 Dangshen.txt,2025-05-23 21:41:54,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,0.8
八角枫 Bajiaofeng.txt,2025-05-23 21:41:59,属、疾病、科、药材、药用植物、药用部位,1.0,包含、属于属、属于科、治疗、药用部位,1.0
八角茴香 Bajiaohuixiang.txt,2025-05-23 21:42:03,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,0.8
八角金盘 Bajiaojinpan.txt,2025-05-23 21:42:11,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
六棱菊 Liulengju.txt,2025-05-23 21:42:15,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
兰香草 Lanxiangcao.txt,2025-05-23 21:42:18,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
兴安升麻 Xinganshengma.txt,2025-05-23 21:42:22,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
冬瓜 Donggua.txt,2025-05-23 21:42:26,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
冬葵 Dongkui.txt,2025-05-23 21:42:36,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
冬虫夏草菌 Dongchongxiacaojun.txt,2025-05-23 21:42:39,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
决明 Jueming.txt,2025-05-23 21:42:43,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
凉粉草 Liangfencao.txt,2025-05-23 21:42:47,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
凤仙花 Fengxianhua.txt,2025-05-23 21:42:52,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
凤尾草 Fengweicao.txt,2025-05-23 21:42:56,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
凤眼莲 Fengyanlian.txt,2025-05-23 21:43:00,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
凹叶厚朴 AoyeHoupo.txt,2025-05-23 21:43:10,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
刀豆 Daodou.txt,2025-05-23 21:43:13,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
列当 Liedang.txt,2025-05-23 21:43:27,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,0.8
刺五加 Ciwujia.txt,2025-05-23 21:43:31,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
刺儿菜 Chiercai.txt,2025-05-23 21:43:42,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
刺果甘草 Ciguogancao.txt,2025-05-23 21:43:45,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
刺桐 Citong.txt,2025-05-23 21:43:50,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
刺梨 Cili.txt,2025-05-23 21:43:52,属、疾病、科、药用植物、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,0.8
刺楸 Ciqiu.txt,2025-05-23 21:43:56,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
刺芋 Ciyu.txt,2025-05-23 21:44:06,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
刺芫荽 Ciyuansui.txt,2025-05-23 21:44:10,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.8
刺蒴麻 Cishuoma.txt,2025-05-23 21:44:14,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药材、药用部位,0.6666666666666666
剑叶龙血树 Jianyelongxieshu.txt,2025-05-23 21:44:18,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药材、药用部位,0.8333333333333334
化州柚 Huazhouyou.txt,2025-05-23 21:44:22,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药材、药用部位,0.8333333333333334
北乌头 Beiwutou.txt,2025-05-23 21:44:25,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.6666666666666666
北沙参 Beishasheng.txt,2025-05-23 21:44:30,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,0.6666666666666666
北细辛 Beixixin.txt,2025-05-23 21:44:35,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.6666666666666666
北苍朮 Beicangzhu.txt,2025-05-23 21:44:39,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,0.6666666666666666
北马兜铃 Beimadouling.txt,2025-05-23 21:44:46,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.6666666666666666
北黄花菜 Beihuanghuacai.txt,2025-05-23 21:44:56,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药材、药用部位,0.8333333333333334
匙羹藤 Chigengteng.txt,2025-05-23 21:45:00,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药材、药用部位,0.8333333333333334
千叶蓍 Qianyeshi.txt,2025-05-23 21:45:04,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药材、药用部位,0.8333333333333334
千屈菜 Qianqucai.txt,2025-05-23 21:45:13,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.6666666666666666
千年健 Qiannianjian.txt,2025-05-23 21:45:16,属、疾病、科、药材、药用部位,0.8333333333333334,属于属、属于科、治疗、药用部位,0.6666666666666666
千日红 Qianrihong.txt,2025-05-23 21:45:20,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.6666666666666666
千根草 Qiangencao.txt,2025-05-23 21:45:24,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.6666666666666666
地笋 Disun.txt,2025-05-23 21:45:28,属、疾病、科、药材、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.6666666666666666
