文件名,时间戳,实体类型,实体类型Jaccard系数,关系类型,关系类型Jaccard系数
三白草 Sanbaicao.txt,2025-05-16 21:25:45,不宜与、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8,不宜与、主治疾病、具有功能、具有性味、属于属、属于科、用法、用法用量、药用部位为、记载于文献、采收时间,0.4074074074074074
三色堇 Sansejin.txt,2025-05-16 21:25:59,中药名、功能、属、性味、用法、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.8,主治疾病、具有功能、具有性味、内服、外用、属于属、属于科、用法用量、药用部位为、采收加工、采收时间,0.4074074074074074
三角叶黄连 Sanjiaoyehuanglian.txt,2025-05-16 21:26:13,中药名、其他、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8666666666666667,不宜与、主治疾病、具有功能、具有性味、具有毒性、内服、包含中药、外用、属于属、属于科、用法用量、药用部位为、采收时间,0.48148148148148145
东方罂粟 Dongfangyingsu.txt,2025-05-16 21:26:21,中药名、功能、属、疾病、科、药用植物、药用部位、采收时间,0.5,中药名、主治疾病、具有功能、属于属、属于科、药用部位为、采收时间,0.25925925925925924
丝棉木 Simianmu.txt,2025-05-16 21:26:42,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.9375,不宜与、中药名、主治疾病、具有功能、具有性味、内服、外用、属于属、属于科、属于药用植物、应用举例、用法用量、药用部位为、记载于文献、采收加工、采收时间,0.5925925925925926
丝瓜 Sigua.txt,2025-05-16 21:27:02,中药名、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.875,主治疾病、具有功能、具有性味、剂型、包含中药、属于属、属于科、用法、用法用量、药用部位为、记载于文献、采收加工,0.39285714285714285
两面针 Liangmainzhen.txt,2025-05-16 21:27:15,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.9375,主治疾病、具有功能、具有性味、具有毒性、内服、剂型、外用、属于属、属于科、应用举例、用法用量、药用部位为、记载于文献、采收加工、采收时间,0.5357142857142857
中华猕猴桃 Zhonghuamihoutao.txt,2025-05-16 21:27:36,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.875,主治疾病、具有功能、具有性味、具有毒性、内服、包含中药、外治、外用、属于属、属于科、应用举例、用法用量、药用部位为、记载于文献、采收时间,0.5357142857142857
中国无忧花 Zhongguowuyouhua.txt,2025-05-16 21:28:02,不宜与、中药名、其他、剂型、功能、外用、属、性味、用法、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.8823529411764706,不宜与、主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、属于药用植物、用法用量、药用部位为、采收加工、采收时间,0.5
中国沙棘 Zhongguoshaji.txt,2025-05-16 21:28:13,中药名、其他、剂型、功能、外用、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8823529411764706,主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、应用举例、用法用量、药用部位为、记载于文献、采收加工,0.4642857142857143
中麻黄 Zhongmahuang.txt,2025-05-16 21:28:27,中药名、其他、剂型、功能、属、性味、文献、疾病、科、药用植物、药用部位、采收时间,0.7058823529411765,不宜与、中药名、主治疾病、具有功能、具有性味、内服、外用、属于属、属于科、应用举例、用法用量、药用部位为、采收时间,0.4642857142857143
丹参 Danshen.txt,2025-05-16 21:28:40,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用部位、采收加工,0.7647058823529411,不宜与、主治疾病、具有功能、具有性味、内服、包含中药、属于属、属于科、用法用量、药用部位为、记载于文献、采收加工,0.42857142857142855
乌头 Chuanwutou.txt,2025-05-16 21:29:01,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8235294117647058,不宜与、中药名、主治疾病、具有功能、具有性味、具有毒性、内服、包含中药、外用、属于属、属于科、用法用量、药用部位为、采收时间,0.5
乌头叶蛇葡萄 Wutouyesheputao.txt,2025-05-16 21:29:09,中药名、剂型、功能、外用、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8235294117647058,中药名、主治疾病、具有功能、具有性味、剂型、外用、属于属、属于科、用法、用法用量、药用部位为、记载于文献、采收时间,0.4642857142857143
乌桕 Wujiu.txt,2025-05-16 21:29:28,中药名、其他、剂型、功能、外用、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收加工,0.8823529411764706,主治疾病、具有功能、具有性味、具有毒性、剂型、包含中药、外治、外用、属于属、属于科、应用举例、用法、用法用量、药用部位为、记载于文献,0.5357142857142857
乌毛蕨 Wumaojue.txt,2025-05-16 21:29:44,中药名、剂型、功能、外用、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8235294117647058,中药名、主治疾病、具有功能、具有性味、剂型、包含中药、外用、属于属、属于科、用法、用法用量、药用部位为、记载于文献、采收加工,0.5
乌药 Wuyao.txt,2025-05-16 21:30:04,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8235294117647058,主治疾病、具有功能、具有性味、具有毒性、内服、属于属、属于科、用法用量、药用部位为、记载于文献、采收加工,0.39285714285714285
乌蔹莓 Wulianmei.txt,2025-05-16 21:30:18,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8235294117647058,主治疾病、具有功能、具有性味、剂型、属于属、属于科、应用举例、用法、用法用量、药用部位为、记载于文献、采收时间,0.42857142857142855
乌蕨 Wujue.txt,2025-05-16 21:30:31,中药名、剂型、功能、外用、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7777777777777778,中药名、主治疾病、具有功能、具有性味、内服、剂型、外用、属于属、属于科、用法、用法用量、药用植物、药用部位为、记载于文献、采收时间,0.4827586206896552
九头狮子草 Jiutoushizhicao.txt,2025-05-16 21:30:46,其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7222222222222222,主治疾病、具有功能、具有性味、内服、外用、属于属、属于科、用法用量、药用部位为、记载于文献、采收时间,0.3793103448275862
九里香 Jiulixiang.txt,2025-05-16 21:31:01,中药名、其他、剂型、功能、外用、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.8888888888888888,不宜与、主治疾病、具有功能、具有性味、具有毒性、内服、剂型、外治、外用、属于属、属于科、用法用量、药用部位为、记载于文献,0.4827586206896552
买麻藤 Maimateng.txt,2025-05-16 21:31:12,其他、剂型、功能、外用、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.8333333333333334,中药名、主治疾病、具有功能、具有性味、内服、外治、外用、属于属、属于科、用法用量、药用部位为、记载于文献、采收加工、采收时间,0.4827586206896552
乳茄 Ruqie.txt,2025-05-16 21:31:20,中药名、其他、功能、属、性味、用法、疾病、科、药用植物、药用部位、采收加工、采收时间,0.6666666666666666,中药名、主治疾病、具有功能、具有性味、具有毒性、外治、属于属、属于科、用法、药用部位为、采收加工、采收时间,0.41379310344827586
了哥王 Liaogewang.txt,2025-05-16 21:31:40,不宜与、中药名、其他、剂型、功能、外用、属、性味、文献、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8333333333333334,不宜与、主治疾病、具有功能、具有性味、具有毒性、内服、外用、属于属、属于科、应用举例、用法用量、药用部位为,0.41379310344827586
二色补血草 Ersebuxuecao.txt,2025-05-16 21:31:56,中药名、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7222222222222222,主治疾病、具有功能、具有性味、内服、剂型、属于属、属于科、用法、用法用量、药用部位为、记载于文献、采收加工,0.41379310344827586
云南重楼 Chonglong.txt,2025-05-16 21:32:04,中药名、剂型、功能、外用、属、性味、文献、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7222222222222222,主治疾病、具有功能、具有性味、剂型、外用、属于属、属于科、用法用量、药用部位为、记载于文献、采收加工,0.3793103448275862
云木香 Yunmuxiang.txt,2025-05-16 21:32:15,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7777777777777778,主治疾病、具有功能、具有性味、剂型、包含中药、属于属、属于科、用法、用法用量、药用植物、药用部位为、记载于文献、采收时间,0.4482758620689655
五味子 Wuweizi.txt,2025-05-16 21:32:29,中药名、其他、剂型、功能、属、性味、文献、用法用量、疾病、科、药用部位、采收加工、采收时间,0.7222222222222222,主治疾病、具有功能、具有性味、内服、包含中药、属于属、属于科、用法用量、药用部位为、记载于文献、采收加工、采收时间,0.41379310344827586
五爪金龙 Wuzhaojinlong.txt,2025-05-16 21:32:41,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7777777777777778,中药名、主治疾病、具有功能、具有性味、内服、外用、属于属、属于科、用法用量、药用部位为、记载于文献,0.3793103448275862
亚麻 Yama.txt,2025-05-16 21:33:31,中药名、其他、剂型、功能、属、性味、文献、疾病、科、药用植物、药用部位、采收时间,0.6666666666666666,主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、应用举例、用法用量、药用部位为、记载于文献、采收时间,0.4482758620689655
人参 Renshen.txt,2025-05-16 21:33:54,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7777777777777778,不宜与、中药名、主治疾病、具有功能、具有性味、内服、剂型、属于属、属于科、用法用量、药用部位为、记载于文献、采收时间,0.4482758620689655
人心果 Renxinguo.txt,2025-05-16 21:34:02,中药名、剂型、功能、属、性味、用法、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.7222222222222222,主治疾病、具有功能、具有性味、内服、属于属、属于科、用法用量、药用部位为、采收加工、采收时间,0.3448275862068966
人面子 Renmianzi.txt,2025-05-16 21:34:21,中药名、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7222222222222222,主治疾病、具有功能、具有性味、内服、剂型、包含中药、外用、属于属、属于科、用法、用法用量、药用部位为、记载于文献、采收时间,0.4827586206896552
仙人掌 Xianrenzhang.txt,2025-05-16 21:34:35,中药名、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位,0.6666666666666666,主治疾病、具有功能、具有性味、内服、外用、属于属、属于科、用法用量、药用部位为、记载于文献,0.3448275862068966
仙茅 Xianmao.txt,2025-05-16 21:34:49,不宜与、中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8333333333333334,不宜与、主治疾病、具有功能、具有性味、具有毒性、内服、包含中药、外用、属于属、属于科、应用举例、用法用量、药用部位为、记载于文献、采收加工,0.5172413793103449
代代花 Daidaihua.txt,2025-05-16 21:35:05,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.8333333333333334,主治疾病、具有功能、具有性味、内服、剂型、包含中药、属于属、属于科、应用举例、药用部位为、记载于文献、采收加工、采收时间,0.0
仪花 Yihua.txt,2025-05-16 21:35:35,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7777777777777778,主治疾病、具有功能、具有性味、具有毒性、内服、外用、属于属、属于科、应用举例、药用部位为、记载于文献、采收加工,0.6666666666666666
伏生紫堇 Fushengzijin.txt,2025-05-16 21:35:50,中药名、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7222222222222222,主治疾病、具有功能、具有性味、剂型、包含中药、属于属、属于科、用法、用法用量、药用部位为、记载于文献、采收时间,0.7058823529411765
伏石蕨 Fushijue.txt,2025-05-16 21:36:12,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7777777777777778,主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、应用举例、用法、用法用量、药用部位为、记载于文献、采收时间,0.8235294117647058
伞房花耳草 Sanfanghuaercao.txt,2025-05-16 21:36:22,中药名、其他、内服、剂型、功能、外用、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8888888888888888,主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、用法用量、药用部位为、记载于文献、采收加工,0.7058823529411765
何首乌 Heshouwu.txt,2025-05-16 21:36:49,不宜与、中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位,0.7777777777777778,不宜与、主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、用法用量、药用部位为、记载于文献,0.6111111111111112
余甘子 Yuganzi.txt,2025-05-16 21:37:05,不宜与、中药名、其他、内服、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8888888888888888,不宜与、主治疾病、具有功能、具有性味、内服、剂型、属于属、属于科、用法、用法用量、药用部位为、记载于文献、采收时间,0.7222222222222222
佛手瓜 Foshugua.txt,2025-05-16 21:37:54,中药名、功能、属、性味、用法、疾病、科、药用植物、药用部位,0.5,主治疾病、具有功能、具有性味、属于属、属于科、用法、药用部位为,0.3888888888888889
佛甲草 Fojiacao.txt,2025-05-16 21:38:10,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7777777777777778,主治疾病、具有功能、具有性味、内服、包含中药、属于属、属于科、应用举例、用法用量、药用部位为、记载于文献、采收时间,0.6666666666666666
佛肚树 Fodushu.txt,2025-05-16 21:38:21,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7777777777777778,主治疾病、具有功能、具有性味、内服、外用、属于属、属于科、应用举例、用法用量、药用部位为、采收时间,0.6111111111111112
佩兰 Peilian.txt,2025-05-16 21:38:33,不宜与、中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8333333333333334,不宜与、主治疾病、具有功能、具有性味、内服、属于属、属于科、用法用量、药用部位为、采收时间,0.5555555555555556
使君子 Shijuzi.txt,2025-05-16 21:38:49,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.8333333333333334,主治疾病、具有功能、具有性味、具有毒性、内服、包含中药、属于属、属于科、用法用量、药用部位为、采收加工、采收时间,0.6666666666666666
侧柏 Cebai.txt,2025-05-16 21:39:06,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7777777777777778,不宜与、主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、用法用量、药用部位为、记载于文献、采收时间,0.7222222222222222
倒地铃 Daodiling.txt,2025-05-16 21:39:20,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7777777777777778,主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、应用举例、用法用量、药用部位为、记载于文献、采收时间,0.7222222222222222
倒提壶 Daotihu.txt,2025-05-16 21:39:36,中药名、其他、剂型、功能、属、性味、文献、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7222222222222222,主治疾病、具有功能、具有性味、内服、外用、属于属、属于科、应用举例、用法用量、药用部位为、采收时间,0.6111111111111112
假地豆 Jiadidou.txt,2025-05-16 21:39:52,中药名、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.7777777777777778,主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、应用举例、用法用量、药用部位为、记载于文献、采收加工、采收时间,0.7777777777777778
假苹婆 Jiapingpo.txt,2025-05-16 21:39:59,中药名、内服、剂型、功能、外用、属、性味、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7777777777777778,主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、用法用量、药用部位为、采收时间,0.6111111111111112
假蒟 Jiaju.txt,2025-05-16 21:40:21,中药名、其他、剂型、功能、外用、属、性味、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.7777777777777778,主治疾病、具有功能、具有性味、内服、外用、属于属、属于科、用法用量、药用部位为、采收加工、采收时间,0.6111111111111112
假连翘 Jialianqiao.txt,2025-05-16 21:40:32,中药名、其他、功能、外用、属、性味、文献、疾病、科、药用植物、药用部位、采收时间,0.6666666666666666,主治疾病、具有功能、具有性味、具有毒性、包含中药、外用、属于属、属于科、应用举例、药用部位为、记载于文献、采收加工,0.6666666666666666
元宝槭 Yuanbaoqi.txt,2025-05-16 21:40:41,中药名、剂型、功能、属、性味、用法、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.7222222222222222,主治疾病、具有功能、具有性味、内服、属于属、属于科、用法用量、药用部位为、采收加工、采收时间,0.5555555555555556
八角金盘 Bajiaojinpan.txt,2025-05-16 21:42:47,中药名、其他、内服、剂型、功能、外用、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8888888888888888,不宜与、主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、应用举例、用法用量、药用部位为、记载于文献、采收时间,0.7777777777777778
六棱菊 Liulengju.txt,2025-05-16 21:43:10,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.8333333333333334,主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、应用举例、用法用量、药用部位为、记载于文献、采收加工、采收时间,0.7777777777777778
六道木 Liudaomu.txt,2025-05-16 21:43:21,中药名、内服、剂型、功能、外用、属、性味、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7777777777777778,主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、用法用量、药用部位为、采收加工,0.6111111111111112
兰香草 Lanxiangcao.txt,2025-05-16 21:43:43,中药名、剂型、功能、外用、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7777777777777778,主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、应用举例、用法用量、药用部位为、记载于文献、采收时间,0.7222222222222222
兴安升麻 Xinganshengma.txt,2025-05-16 21:44:00,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7777777777777778,不宜与、主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、应用举例、用法用量、药用部位为、采收加工,0.7222222222222222
冬瓜 Donggua.txt,2025-05-16 21:44:15,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位,0.7222222222222222,不宜与、主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、应用举例、用法、用法用量、药用部位为、记载于文献、采收加工,0.8333333333333334
冬葵 Dongkui.txt,2025-05-16 21:44:39,不宜与、中药名、其他、剂型、功能、外用、属、性味、文献、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.8888888888888888,不宜与、主治疾病、具有功能、具有性味、内服、外用、属于属、属于科、应用举例、用法用量、药用部位为、记载于文献、采收加工、采收时间,0.7777777777777778
冬虫夏草菌 Dongchongxiacaojun.txt,2025-05-16 21:44:51,不宜与、中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8333333333333334,不宜与、主治疾病、具有功能、具有性味、内服、包含中药、属于属、属于科、应用举例、用法用量、药用部位为、记载于文献、采收时间,0.7222222222222222
冬青卫矛 Dongqingweimao.txt,2025-05-16 21:45:06,中药名、其他、剂型、功能、属、性味、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7222222222222222,不宜与、主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、用法用量、药用部位为、采收时间,0.6666666666666666
决明 Jueming.txt,2025-05-16 21:45:20,不宜与、中药名、其他、剂型、功能、外用、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收加工,0.8888888888888888,不宜与、主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、用法、用法用量、药用部位为、记载于文献、采收加工,0.7777777777777778
凉粉草 Liangfencao.txt,2025-05-16 21:45:33,中药名、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收加工、采收时间,0.7777777777777778,主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、用法用量、药用部位为、记载于文献、采收加工、采收时间,0.7222222222222222
凤凰木 Fenghuangmu.txt,2025-05-16 21:46:05,中药名、剂型、功能、外用、属、性味、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7222222222222222,主治疾病、具有功能、具有性味、内服、属于属、属于科、用法用量、药用部位为、采收加工,0.5
凤尾草 Fengweicao.txt,2025-05-16 21:46:29,不宜与、中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8333333333333334,不宜与、主治疾病、具有功能、具有性味、内服、包含中药、外用、属于属、属于科、应用举例、用法、用法用量、药用部位为、记载于文献、采收时间,0.8333333333333334
剑叶龙血树 Jianyelongxieshu.txt,2025-05-16 21:51:31,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位,0.7222222222222222,主治疾病、具有功能、具有性味、具有毒性、内服、包含中药、外用、属于属、属于科、应用举例、用法用量、药用部位为、记载于文献、采收加工,0.7777777777777778
剑麻 Jianma.txt,2025-05-16 21:51:40,中药名、其他、剂型、功能、属、性味、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7222222222222222,主治疾病、具有功能、具有性味、剂型、属于属、属于科、用法、用法用量、药用部位为、采收时间,0.5555555555555556
化州柚 Huazhouyou.txt,2025-05-16 21:51:53,不宜与、中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.8333333333333334,不宜与、主治疾病、具有功能、具有性味、内服、包含中药、属于属、属于科、用法用量、药用部位为、记载于文献、采收时间,0.6666666666666666
北乌头 Beiwutou.txt,2025-05-16 21:52:03,中药名、其他、剂型、功能、属、性味、用法、用法用量、疾病、科、药用植物、药用部位、采收加工,0.7222222222222222,不宜与、主治疾病、具有功能、具有性味、具有毒性、内服、剂型、属于属、属于科、应用举例、用法用量、药用部位为、采收加工,0.7222222222222222
北沙参 Beishasheng.txt,2025-05-16 21:52:18,中药名、其他、剂型、功能、属、性味、文献、用法、用法用量、疾病、科、药用植物、药用部位、采收时间,0.7777777777777778,不宜与、主治疾病、具有功能、具有性味、具有毒性、内服、剂型、包含中药、属于属、属于科、用法、用法用量、药用部位为、记载于文献、采收时间,0.8333333333333334
