文件名,时间戳,实体类型,实体类型Jaccard系数,关系类型,关系类型Jaccard系数
五爪金龙 Wuzhaojinlong.txt,2025-05-23 21:50:54,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
五色梅 Wusemei.txt,2025-05-23 21:51:12,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于、属于属、属于科、治疗、药用部位,0.8333333333333334
亚麻 Yama.txt,2025-05-23 21:51:22,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
人参 Renshen.txt,2025-05-23 21:51:39,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于属、属于科、治疗、药用部位,0.6666666666666666
人面子 Renmianzi.txt,2025-05-23 21:51:51,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
仙人掌 Xianrenzhang.txt,2025-05-23 21:51:59,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于属、属于科、治疗、药用部位,0.6666666666666666
仙茅 Xianmao.txt,2025-05-23 21:52:09,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于、属于属、属于科、治疗、药用部位,0.8333333333333334
代代花 Daidaihua.txt,2025-05-23 21:52:20,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于属、属于科、治疗、药用部位,0.6666666666666666
仪花 Yihua.txt,2025-05-23 21:52:28,中药名、其他、属、疾病、科、药用植物、药用部位,1.0,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
伏生紫堇 Fushengzijin.txt,2025-05-23 21:52:39,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
伏石蕨 Fushijue.txt,2025-05-23 21:52:50,中药名、其他、属、疾病、科、药用植物、药用部位,1.0,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
伞房花耳草 Sanfanghuaercao.txt,2025-05-23 21:52:59,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
何首乌 Heshouwu.txt,2025-05-23 21:53:14,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于、属于属、属于科、治疗、药用部位,0.8333333333333334
余甘子 Yuganzi.txt,2025-05-23 21:53:25,属、疾病、科、药用植物、药用部位,0.7142857142857143,属于属、属于科、治疗、药用部位,0.6666666666666666
佛手 Foshou.txt,2025-05-23 21:53:38,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
佛甲草 Fojiacao.txt,2025-05-23 21:53:51,其他、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于属、属于科、治疗、药用部位,0.6666666666666666
佛肚树 Fodushu.txt,2025-05-23 21:54:02,属、疾病、科、药用植物、药用部位,0.7142857142857143,属于属、属于科、治疗、药用部位,0.6666666666666666
佩兰 Peilian.txt,2025-05-23 21:54:13,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于属、属于科、治疗、药用部位,0.6666666666666666
使君子 Shijuzi.txt,2025-05-23 21:54:24,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于属、属于科、治疗、药用部位,0.6666666666666666
侧柏 Cebai.txt,2025-05-23 21:54:36,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
倒地铃 Daodiling.txt,2025-05-23 21:54:45,中药名、其他、属、疾病、科、药用植物、药用部位,1.0,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
倒提壶 Daotihu.txt,2025-05-23 21:54:54,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
假地豆 Jiadidou.txt,2025-05-23 21:55:04,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
假蒟 Jiaju.txt,2025-05-23 21:55:20,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
假连翘 Jialianqiao.txt,2025-05-23 21:55:30,属、疾病、科、药用植物、药用部位,0.7142857142857143,属于属、属于科、治疗、药用部位,0.6666666666666666
光叶海桐 Guangyehaitong.txt,2025-05-23 21:55:52,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
兔儿伞 Tuersan.txt,2025-05-23 21:56:03,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
党参 Dangshen.txt,2025-05-23 21:56:13,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
八角枫 Bajiaofeng.txt,2025-05-23 21:56:25,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
八角茴香 Bajiaohuixiang.txt,2025-05-23 21:56:35,中药名、其他、属、疾病、科、药用部位,0.8571428571428571,属于属、属于科、治疗、药用部位,0.6666666666666666
八角金盘 Bajiaojinpan.txt,2025-05-23 21:56:46,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
六棱菊 Liulengju.txt,2025-05-23 21:56:58,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
兰香草 Lanxiangcao.txt,2025-05-23 21:57:08,中药名、其他、属、疾病、科、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.6666666666666666
兴安升麻 Xinganshengma.txt,2025-05-23 21:57:17,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
冬瓜 Donggua.txt,2025-05-23 21:57:28,中药名、属、疾病、科、药用植物,0.7142857142857143,属于属、属于科、治疗、药用部位,0.6666666666666666
冬葵 Dongkui.txt,2025-05-23 21:57:40,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
冬虫夏草菌 Dongchongxiacaojun.txt,2025-05-23 21:57:50,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于属、属于科、治疗、药用部位,0.6666666666666666
决明 Jueming.txt,2025-05-23 21:57:59,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
凉粉草 Liangfencao.txt,2025-05-23 21:58:08,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于、属于属、属于科、治疗、药用部位,0.8333333333333334
凤仙花 Fengxianhua.txt,2025-05-23 21:58:24,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
凤尾草 Fengweicao.txt,2025-05-23 21:58:33,中药名、属、疾病、科、药用部位,0.7142857142857143,属于属、属于科、治疗、药用部位,0.6666666666666666
凤眼莲 Fengyanlian.txt,2025-05-23 21:58:42,中药名、其他、属、疾病、科、药用植物、药用部位,1.0,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
凹叶厚朴 AoyeHoupo.txt,2025-05-23 21:58:59,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
刀豆 Daodou.txt,2025-05-23 21:59:06,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于属、属于科、治疗、药用部位,0.6666666666666666
列当 Liedang.txt,2025-05-23 21:59:12,属、疾病、科、药用植物、药用部位,0.7142857142857143,属于属、属于科、治疗、药用部位,0.6666666666666666
刺五加 Ciwujia.txt,2025-05-23 21:59:22,中药名、其他、属、疾病、科、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.6666666666666666
刺儿菜 Chiercai.txt,2025-05-23 21:59:32,中药名、其他、属、疾病、科、药用植物、药用部位,1.0,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
刺果甘草 Ciguogancao.txt,2025-05-23 21:59:42,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
刺桐 Citong.txt,2025-05-23 22:00:09,中药名、其他、属、疾病、科、药用植物、药用部位,1.0,属于、属于属、属于科、治疗、药用部位,0.8333333333333334
刺梨 Cili.txt,2025-05-23 22:00:15,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于属、属于科、治疗、药用部位,0.6666666666666666
刺楸 Ciqiu.txt,2025-05-23 22:00:31,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
刺芋 Ciyu.txt,2025-05-23 22:00:44,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
刺芫荽 Ciyuansui.txt,2025-05-23 22:00:57,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
刺蒴麻 Cishuoma.txt,2025-05-23 22:01:06,中药名、其他、属、疾病、科、药用植物、药用部位,1.0,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
剑叶龙血树 Jianyelongxieshu.txt,2025-05-23 22:01:14,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
化州柚 Huazhouyou.txt,2025-05-23 22:01:22,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
北乌头 Beiwutou.txt,2025-05-23 22:01:32,中药名、其他、属、疾病、科、药用植物、药用部位,1.0,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
北沙参 Beishasheng.txt,2025-05-23 22:01:45,中药名、属、疾病、科、药用部位,0.7142857142857143,属于属、属于科、治疗、药用部位,0.6666666666666666
北细辛 Beixixin.txt,2025-05-23 22:01:56,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
北苍朮 Beicangzhu.txt,2025-05-23 22:02:06,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
北马兜铃 Beimadouling.txt,2025-05-23 22:02:18,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
北黄花菜 Beihuanghuacai.txt,2025-05-23 22:02:28,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
匙羹藤 Chigengteng.txt,2025-05-23 22:02:41,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
千叶蓍 Qianyeshi.txt,2025-05-23 22:02:55,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
千屈菜 Qianqucai.txt,2025-05-23 22:03:03,中药名、其他、属、疾病、科、药用植物、药用部位,1.0,属于属、属于科、治疗、药用部位,0.6666666666666666
千年健 Qiannianjian.txt,2025-05-23 22:03:12,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于属、属于科、治疗、药用部位,0.6666666666666666
千日红 Qianrihong.txt,2025-05-23 22:03:19,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于属、属于科、治疗、药用部位,0.6666666666666666
千根草 Qiangencao.txt,2025-05-23 22:03:30,中药名、其他、属、疾病、科、药用植物、药用部位,1.0,中药名、属于属、属于科、治疗、药用部位,0.8333333333333334
地笋 Disun.txt,2025-05-23 22:03:38,中药名、属、疾病、科、药用植物、药用部位,0.8571428571428571,属于属、属于科、治疗、药用部位,0.6666666666666666
